userId,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
447,54004,4727,129657,4877,7064,4069,284,39516,2447,181
448,7235,62155,69606,3937,26840,904,2361,125916,64695,6550
449,172587,113278,2208,6357,110286,31660,45658,68,7208,26854
450,3039,3746,5465,8530,6035,2843,47644,144716,124484,6370
451,5810,55294,46967,32440,8933,7171,2004,65738,146656,8494
452,73211,6402,2361,94833,59810,62374,5782,2881,2503,42018
453,96563,183611,30707,252,3019,133832,5209,833,64285,2971
454,2040,8019,40597,162982,187031,31617,86,8906,6297,5093
455,5927,2108,1991,190219,3615,283,3947,8611,64695,7088
456,95,27482,57640,3074,4672,148775,30825,1306,168,1432
457,4701,159510,6509,5337,86817,51884,7156,7078,6480,116044
458,3667,48161,95965,134859,4350,4890,58842,53466,6140,7297
459,4535,67508,8650,60756,70697,128366,2651,450,4630,147300
460,7147,56801,98361,4785,3551,212,99005,156783,876,71518
461,3661,3997,466,236,2951,2433,152105,6885,2357,4240
462,3918,4979,1646,132618,78836,87869,2816,103685,95519,3368
463,3819,4840,3394,5838,167380,83803,7347,4822,3273,488
464,4155,152071,163527,5610,335,44828,3272,60818,157699,77795
465,171023,2393,4350,3032,378,2146,50442,72378,3448,1060
466,53000,2056,3035,7883,74727,8879,94262,3898,48696,7372
467,1327,27155,8840,6691,7419,122920,37477,2713,55036,5986
468,95473,4109,5375,3086,78637,180265,8447,1480,3965,52694
469,86721,4704,104337,136445,6769,159069,2357,81156,38095,42004
470,2745,1249,148888,4939,64575,2872,2418,5015,82461,8424
471,3052,1997,26887,31420,31553,71057,2554,151455,4386,3492
472,5699,43908,184931,3035,4766,27006,132800,4307,5893,143859
473,3557,128832,3006,158842,6867,43460,2799,52712,4380,73
474,7184,54934,5668,178129,59022,3313,64997,6502,182293,32917
475,65261,67255,1733,4265,167036,4804,346,1513,42559,185585
476,74530,7037,100163,7132,41285,6963,3330,31658,59900,71160
477,165959,32058,1647,522,130520,8650,131237,3402,6101,2959
478,172587,8092,4325,4436,119068,3706,5505,4946,172875,3448
479,63859,5013,708,52435,8947,32598,26472,4033,1341,51666
480,5952,1027,7173,5165,104780,150696,5152,26776,3682,2411
481,74789,107141,6587,1040,8626,170,65037,3261,2336,80846
482,6385,104841,89759,2368,148632,4296,165843,79428,5597,4727
483,175781,6051,94015,2410,4210,6722,2724,26745,4848,1285
484,185033,73290,2130,88593,41712,47937,2598,34148,4437,533
485,1413,3752,99750,3385,715,47774,6014,86815,75389,58309
486,6990,2698,112370,2967,56012,164753,99087,85401,40617,1631
487,104076,5669,151781,60857,8977,53974,1276,3414,34048,161127
488,25788,61240,8371,1873,3857,8425,168358,64997,6763,88697
489,3423,6111,147002,1717,1178,2928,100083,6764,2747,117133
490,92427,127202,585,3845,5099,175707,49314,136786,104780,5507
491,105746,6850,7319,40583,3609,84601,157865,2523,782,4572
492,3370,1344,60291,70492,8502,108601,1210,639,164655,3200
493,109578,55232,5741,1727,66744,1574,8057,4002,1089,3115
494,3546,4945,3095,1247,168492,90769,44195,8137,27450,3073
495,5075,6775,2883,59387,3104,88140,1227,2727,65882,113604
496,5319,100737,182299,5667,122932,3182,870,62511,8500,2353
497,1092,54503,81845,101415,5485,321,3483,71135,6035,99149
498,3633,32914,6093,3261,92509,5689,1250,26523,454,4278
499,7075,5178,471,3729,92507,3179,91337,8866,126090,4371
500,111384,31114,2378,41571,6582,147,172591,4697,5570,7208
501,4018,151455,101531,2324,2813,5986,56176,93598,71282,5391
502,109846,3994,562,158528,65682,163386,170897,2165,51540,90428
503,2617,170945,3082,2458,4610,39381,109673,152658,4063,104303
504,117867,140267,118888,1227,7991,90343,143472,2394,130840,4440
505,1591,3546,101531,3637,4260,32460,91653,42004,26741,4086
506,1480,6264,5992,8970,3996,8596,95843,2227,66934,7079
507,42602,374,25856,38159,85342,4390,1997,4428,73741,92674
508,4482,4642,1043,4233,6687,3011,3174,8481,32598,92198
509,52831,60803,5817,8361,161634,2109,5959,38304,7884,351
510,59143,33896,93838,2344,103233,50610,80241,2418,78626,52724
511,27420,44761,89087,4715,59727,2165,164540,110127,68597,128366
512,43936,40583,26693,52715,5151,104863,70637,27156,183301,176805
513,85774,4645,2824,1923,117887,916,4927,4041,74532,5008
514,27186,4614,6881,5339,73858,5139,165489,31114,2415,49132
515,150696,115664,5672,1690,79299,1297,311,5004,6954,76091
516,456,159510,112868,8189,45062,923,8157,25850,2007,66785
517,615,168418,60072,50442,5269,1190,56805,1398,1629,6016
518,103984,586,8425,31694,1924,121372,5478,2181,176389,139640
519,973,125,813,5609,36509,4642,5903,5424,43930,285
520,128842,115828,3925,3364,111384,8643,68269,350,891,7319
521,124853,78836,130490,1047,7162,1128,464,2533,168254,4974
522,97921,172587,60943,98083,2746,142074,7366,135456,7101,6577
523,56908,5071,1479,155589,40966,2307,4523,284,52885,104644
524,5478,165489,7158,4502,3296,3929,2747,60040,112290,107999
525,3862,1983,108090,7882,3625,178111,102749,7134,2804,6374
526,692,32620,2888,112290,2959,1267,103137,2515,26854,88179
527,33834,158035,678,2442,68358,2888,4342,6370,6216,1897
528,56801,60979,92694,7030,128914,1130,4113,3672,7707,79008
529,1689,5131,4881,1665,167370,3307,173355,3201,747,73344
530,3145,910,3928,68159,173751,6060,1839,95182,176101,149612
531,71379,175585,3052,2794,27722,90746,8875,125,6857,1244
532,2286,49130,5485,8799,48518,61352,114707,668,77,27882
533,188189,5121,4980,3462,8587,54256,68659,39400,122912,4988
534,72720,5316,1084,3567,8591,2347,313,6788,5170,1827
535,139415,5400,67534,42602,4156,6722,2148,26554,1005,73290
536,73822,2123,6769,4093,5246,52767,50658,3870,50804,5747
537,3501,53550,5723,2094,914,656,4902,61071,6367,110655
538,5444,158872,7063,1920,152085,467,176371,126426,173209,32862
539,107410,1496,6678,4422,27768,36276,3649,7181,32600,1287
540,937,8946,8919,3789,27772,65514,8143,66297,33646,27134
541,3017,3086,4887,5401,74868,2905,98836,8454,4236,7937
542,694,7311,5522,77800,4619,2458,50798,1614,2085,6591
543,283,5288,7151,71108,95633,1867,56563,7076,594,58291
544,108192,5541,291,111759,52712,6639,2175,8600,7882,3501
545,107945,1477,1029,83270,3754,204,147326,1263,7756,32659
546,7257,120637,8383,51927,50147,82684,30883,36401,65225,2427
547,2239,26603,54185,89761,3773,6880,891,8939,1231,7315
548,2605,7587,5111,27839,1806,50804,1028,1641,3285,171759
549,27584,51575,82169,2357,8809,2363,136654,6244,8964,4
550,161594,68600,185585,193581,95313,3871,2671,30810,115231,1600
551,190,50158,7154,108715,27904,2940,56715,201,27866,63062
552,8426,3606,47644,6323,97752,359,56274,44889,69495,3397
553,4312,2786,65216,65133,36289,88810,3455,98061,2908,7079
554,30825,78264,8533,2057,96373,1939,161922,6969,6327,1675
555,33629,2420,7236,1649,7698,71264,6290,114335,4735,105325
556,7260,6990,1973,4998,120138,183197,7492,131578,199,40581
557,41769,161966,5008,3007,136666,31030,5116,8677,4978,34129
558,903,81191,3334,951,367,159161,129,3868,100068,2272
559,5875,5109,179053,31309,107462,30898,7040,71341,55442,4517
560,317,4223,81845,27370,122906,520,58879,1917,6503,60735
561,161127,54745,1826,78103,183295,1148,7162,43932,4769,130452
562,3515,484,48045,68597,40148,97,5165,92439,3404,132454
563,58876,1835,7031,2523,49286,3844,433,26399,1287,4928
564,4386,102088,5268,8965,6042,4008,902,27523,167570,165551
565,49132,139644,82667,87234,6645,3900,8605,2082,99106,94011
566,46231,71640,152,4478,86290,108727,189381,1717,32600,7004
567,1699,25952,84847,127194,62155,47200,35836,1584,2028,68205
568,37844,157775,145150,5480,2688,159193,71129,4589,70708,58162
569,80549,33801,26861,3168,4593,4963,7587,140265,5619,2243
570,4240,3492,55156,914,3219,71131,8196,44199,89343,96691
571,121372,8207,90603,3859,5508,1003,6691,1627,3274,27537
572,3870,157369,6465,4195,148632,1177,3888,2813,2185,1503
573,65682,4316,70293,130634,663,1889,1161,6285,170597,206
574,94661,1207,26729,6125,4476,56367,433,74754,25865,8838
575,3557,3653,7324,3999,2226,4748,1952,915,89678,57640
576,147384,1589,7125,156,4587,7052,5197,56757,138546,5397
577,102720,2986,48001,1282,5424,49278,46578,6101,47202,3477
578,5108,4023,938,8196,1994,5092,7340,61729,5493,1116
579,1218,6982,889,48982,3544,4497,110286,541,89837,26258
580,155743,5397,3740,100106,4545,3527,68444,3217,5375,127146
581,2862,112727,2403,77191,33966,6783,71211,790,1837,5772
582,90345,3323,174055,5026,82378,3685,55261,132660,2930,89087
583,151557,37857,109282,1060,1978,77233,1440,6193,849,31424
584,3111,5485,26887,53883,7820,96861,120130,53466,78637,33564
585,2048,93805,95149,2722,1937,3732,1041,7333,2737,3754
586,278,70159,8771,501,109864,50003,103366,167790,590,141890
587,4369,175743,3793,114246,1620,4775,5269,1986,86898,8261
588,5530,72554,5378,131237,380,7261,2244,2518,528,6867
589,4262,330,86000,1647,5961,2990,3964,92760,127204,6357
590,6210,7560,2352,165645,7932,150,60514,6558,1760,25856
591,6772,6433,99007,184641,44301,79897,6997,80862,102800,8199
592,31193,91535,44788,4745,85316,155358,82848,74696,50356,1231
593,19,7175,2360,1487,6883,57147,360,2885,3334,184015
594,5543,3168,5410,140162,132496,1837,913,69436,6975,3079
595,48082,6104,107141,8796,3949,3658,159061,3675,97870,8977
596,81786,86345,74545,60937,5060,7205,26704,128592,6213,508
597,66511,1085,174909,136864,157407,8261,619,95067,7325,105020
598,87785,1219,6557,98799,3359,136958,3738,1233,84523,68269
599,3008,32017,5450,2367,8425,8169,5619,136359,25937,3794
600,4211,110102,157699,2941,133780,6911,4381,6591,88672,73499
601,116207,3974,362,8684,92234,4849,111113,1171,40148,26236
602,5828,1621,3693,2937,440,116529,171749,37857,2408,166291
603,3327,54732,74089,93270,2770,57910,85780,7064,2104,2903
604,5878,4600,8782,7481,2051,105355,4602,67361,102058,2445
605,2256,451,1432,84772,1884,1046,2255,8169,876,32289
606,96430,4942,86345,173197,3868,1378,185029,123947,38,34532
607,105746,148424,2975,76763,32659,1533,167018,127052,26676,159779
608,68793,136664,149406,1267,71550,58876,2383,8743,26903,42725
609,2754,6708,2942,1572,51925,2454,2418,1345,668,172591
610,2726,2287,1746,59995,6264,155820,8969,1297,2813,7345
